age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
19, Private, 158343, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, <=50K.
51, Private, 914061, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
38, Private, 190174, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 30, United-States, <=50K.
19, Private, 456736, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
46, Self-emp-inc, 167882, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Female, 8614, 0, 70, United-States, >50K.
42, Self-emp-inc, 557349, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, <=50K.
19, Private, 310483, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
29, Private, 78261, HS-grad, 9, Separated, Protective-serv, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K.
39, Private, 172571, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
21, Private, 230229, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K.
30, Private, 183017, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Self-emp-not-inc, 230329, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, <=50K.
47, Private, 46537, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
34, Private, 409622, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, <=50K.
46, Private, 190482, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
20, State-gov, 113588, HS-grad, 9, Never-married, Tech-support, Own-child, White, Female, 0, 0, 24, United-States, <=50K.
46, Self-emp-not-inc, 246891, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 99, United-States, >50K.
50, Private, 193081, Preschool, 1, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, Haiti, <=50K.
50, ?, 284477, 5th-6th, 3, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 141420, HS-grad, 9, Married-civ-spouse, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 197325, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 443336, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
37, Private, 66304, 9th, 5, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 16, United-States, <=50K.
25, Private, 180783, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 10, United-States, <=50K.
38, Local-gov, 218763, Masters, 14, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
39, Federal-gov, 388252, Bachelors, 13, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
22, Private, 55614, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 307643, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 45, United-States, >50K.
18, ?, 33241, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
25, Local-gov, 58065, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, <=50K.
65, State-gov, 172348, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
72, Private, 138790, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 30, United-States, <=50K.
25, State-gov, 117393, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 38, United-States, <=50K.
22, Private, 227220, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
36, Private, 241306, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
27, Private, 189565, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
33, Self-emp-inc, 182714, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 113839, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 92531, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
24, Private, 119629, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K.
26, Private, 322585, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 277347, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 221955, 5th-6th, 3, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K.
38, Private, 149347, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
75, Private, 207116, HS-grad, 9, Married-spouse-absent, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 174077, Some-college, 10, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 32, United-States, <=50K.
50, Private, 22418, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Self-emp-not-inc, 255252, 11th, 7, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
74, Private, 159138, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 12, United-States, <=50K.
38, Private, 414991, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K.
43, Private, 282678, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K.
53, Federal-gov, 164195, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 4386, 0, 40, United-States, >50K.
