age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
33, Private, 215596, 9th, 5, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, <=50K.
25, State-gov, 31350, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 246965, Some-college, 10, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
28, Private, 99838, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 38, ?, <=50K.
40, Private, 340797, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
51, ?, 29937, HS-grad, 9, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 20, United-States, <=50K.
38, Local-gov, 30056, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, Private, 309903, 10th, 6, Never-married, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, <=50K.
55, State-gov, 256984, Some-college, 10, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
22, Private, 181723, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, Germany, <=50K.
37, Private, 101020, Bachelors, 13, Separated, Exec-managerial, Not-in-family, White, Male, 4787, 0, 55, United-States, >50K.
44, Self-emp-not-inc, 106900, Bachelors, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 195770, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
49, Private, 102737, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Local-gov, 191779, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
56, Self-emp-not-inc, 99479, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 5013, 0, 46, United-States, <=50K.
62, Private, 196891, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
19, ?, 208066, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
31, Private, 54341, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, United-States, <=50K.
21, Private, 140001, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
26, Private, 248220, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 172962, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
37, Private, 88215, Masters, 14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, China, <=50K.
18, Private, 110142, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
41, Self-emp-not-inc, 136986, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
52, State-gov, 206775, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
50, Private, 53497, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
22, Private, 238534, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 20, Puerto-Rico, <=50K.
38, Private, 143123, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Self-emp-not-inc, 60269, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
33, Private, 82623, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 4386, 0, 48, United-States, >50K.
40, Local-gov, 99666, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K.
61, Private, 95680, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K.
44, State-gov, 208163, Assoc-voc, 11, Separated, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 369781, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K.
17, Private, 311288, 11th, 7, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 24, United-States, <=50K.
42, Self-emp-not-inc, 152889, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States, <=50K.
38, Private, 160086, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K.
34, Private, 117963, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 43, United-States, >50K.
33, Private, 186884, HS-grad, 9, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
41, Private, 313830, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
31, ?, 212529, Some-college, 10, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
41, Self-emp-inc, 124330, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 30, United-States, <=50K.
53, Private, 104501, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K.
41, Private, 43501, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
24, Private, 83774, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 216845, Preschool, 1, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
45, Local-gov, 168191, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
62, Self-emp-not-inc, 166894, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K.
31, Private, 110083, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
55, Private, 194371, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, Canada, >50K.
36, Federal-gov, 125933, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 2258, 40, United-States, <=50K.
22, Private, 444554, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
34, Private, 190228, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, >50K.
27, Private, 604045, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 27828, 0, 40, United-States, >50K.
36, Private, 241126, Some-college, 10, Divorced, Tech-support, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 168355, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K.
48, State-gov, 158451, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Female, 914, 0, 40, United-States, <=50K.
50, Private, 141608, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
36, Private, 33157, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
45, Private, 187563, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 45, United-States, <=50K.
33, Private, 26252, Assoc-acdm, 12, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
32, Local-gov, 318647, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 36, United-States, <=50K.
47, Private, 152572, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, Puerto-Rico, <=50K.
