age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
30, Private, 33124, HS-grad, 9, Separated, Farming-fishing, Unmarried, White, Female, 0, 0, 14, United-States, <=50K
46, Private, 90042, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Private, 102986, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Laos, >50K
21, Private, 214387, Some-college, 10, Never-married, Sales, Other-relative, White, Male, 0, 0, 64, United-States, <=50K
39, Private, 180667, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 278329, HS-grad, 9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
32, Private, 184440, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 3464, 0, 40, United-States, <=50K
23, Private, 140462, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 202565, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Italy, <=50K
62, ?, 181063, 10th, 6, Widowed, ?, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
28, Private, 287268, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
28, Private, 215955, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 82552, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 41745, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 73587, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 35, United-States, <=50K
54, Private, 263925, 1st-4th, 2, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
19, Private, 196119, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
27, Private, 284741, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
30, Private, 293936, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, ?, <=50K
35, Private, 340428, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
66, ?, 175891, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Local-gov, 276973, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States, <=50K
30, Private, 161599, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Private, 144064, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 236391, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 224943, Assoc-voc, 11, Never-married, Sales, Other-relative, Black, Male, 0, 0, 65, United-States, <=50K
44, Private, 151294, Some-college, 10, Widowed, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
52, Private, 68982, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
30, Private, 241885, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Self-emp-not-inc, 189461, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
19, Self-emp-not-inc, 36012, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 85355, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
20, Private, 157595, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 197286, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
