age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
63, Private, 205246, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
36, Private, 230329, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
25, Private, 197871, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
72, ?, 201375, Assoc-acdm, 12, Widowed, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
55, Private, 194290, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 191814, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
41, Private, 95168, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
20, ?, 137876, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 386136, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
71, ?, 108390, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 3432, 0, 20, United-States, <=50K
41, Private, 152529, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
35, Private, 214891, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 0, 0, 40, Dominican-Republic, <=50K
18, Private, 133654, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 147548, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
57, Private, 73051, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Self-emp-not-inc, 60166, 1st-4th, 2, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 65, United-States, <=50K
25, Self-emp-inc, 454934, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
64, ?, 338355, Assoc-voc, 11, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 15, United-States, <=50K
35, Self-emp-not-inc, 185621, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
61, Private, 101500, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, State-gov, 36397, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
18, Private, 276540, 12th, 8, Never-married, Sales, Own-child, Black, Female, 0, 0, 15, United-States, <=50K
21, Private, 293968, Some-college, 10, Married-spouse-absent, Sales, Own-child, Black, Female, 0, 0, 20, United-States, <=50K
43, ?, 35523, Assoc-acdm, 12, Divorced, ?, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
32, Local-gov, 186993, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 232132, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K
48, Private, 176917, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
40, Private, 105936, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 105821, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 40, United-States, >50K
22, ?, 34506, Some-college, 10, Separated, ?, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
42, Private, 178074, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
60, ?, 116961, 7th-8th, 4, Widowed, ?, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
34, Private, 191930, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 130807, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Self-emp-not-inc, 94100, Bachelors, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
65, Self-emp-not-inc, 144822, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
61, Self-emp-inc, 102191, Masters, 14, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 99, United-States, <=50K
18, Private, 90934, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 28, United-States, <=50K
49, ?, 296892, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, Puerto-Rico, <=50K
48, Private, 173243, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
26, Private, 258768, Some-college, 10, Never-married, Transport-moving, Not-in-family, Black, Male, 2174, 0, 75, United-States, <=50K
30, Private, 189759, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
68, Self-emp-not-inc, 69249, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, >50K
23, Private, 133061, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 80, United-States, <=50K
65, Self-emp-not-inc, 175202, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 24, United-States, <=50K
32, Private, 27051, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 44, United-States, <=50K
44, Private, 60414, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Local-gov, 317360, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
24, Private, 258298, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
58, Private, 174040, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Local-gov, 177566, Some-college, 10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, Germany, <=50K
54, Private, 162238, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
