age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
27, Private, 221366, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3103, 0, 50, United-States, >50K
24, Private, 403671, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 193871, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 306183, Some-college, 10, Divorced, Other-service, Own-child, White, Female, 0, 0, 44, United-States, <=50K
64, ?, 159938, HS-grad, 9, Divorced, ?, Not-in-family, White, Male, 8614, 0, 40, United-States, >50K
54, Private, 124194, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 69847, Bachelors, 13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 30, United-States, <=50K
26, State-gov, 169323, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, State-gov, 172327, Bachelors, 13, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
48, Private, 118889, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 2885, 0, 15, United-States, <=50K
50, Private, 166220, Assoc-acdm, 12, Married-civ-spouse, Sales, Wife, White, Female, 3942, 0, 40, United-States, <=50K
39, Private, 186420, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 192779, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
41, Private, 105616, Some-college, 10, Widowed, Adm-clerical, Unmarried, Black, Female, 0, 0, 48, United-States, <=50K
24, Private, 141113, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 2580, 0, 40, United-States, <=50K
57, Private, 160275, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 164507, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, Columbia, <=50K
41, Private, 207578, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 50, India, >50K
55, Private, 314592, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
41, ?, 254630, Assoc-voc, 11, Divorced, ?, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K
