age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
44, State-gov, 101603, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
32, Local-gov, 205931, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 37, United-States, <=50K.
40, Federal-gov, 105119, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
58, Self-emp-not-inc, 200316, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K.
17, Private, 132859, 10th, 6, Never-married, Other-service, Other-relative, White, Male, 0, 0, 35, United-States, <=50K.
57, Private, 137031, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K.
24, Local-gov, 184975, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
47, Private, 165539, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, Black, Female, 4101, 0, 40, Jamaica, <=50K.
26, Private, 48099, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
42, Private, 47012, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K.
60, Local-gov, 195409, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 52, United-States, >50K.
54, Private, 20795, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
44, State-gov, 484879, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
47, Self-emp-not-inc, 276087, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, <=50K.
37, Federal-gov, 45937, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 48, United-States, >50K.
48, Federal-gov, 102359, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 40, United-States, >50K.
30, Private, 186824, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
20, Private, 203914, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
30, Self-emp-not-inc, 209808, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
22, Private, 228516, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
62, Private, 49424, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5178, 0, 40, United-States, >50K.
25, Private, 359067, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
55, Self-emp-not-inc, 340171, HS-grad, 9, Separated, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
19, Private, 142037, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
28, Local-gov, 157437, Bachelors, 13, Never-married, Protective-serv, Not-in-family, White, Female, 4650, 0, 48, United-States, <=50K.
47, State-gov, 142287, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K.
35, State-gov, 189794, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K.
37, Private, 258289, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 352849, HS-grad, 9, Never-married, Sales, Other-relative, Black, Female, 0, 1719, 30, United-States, <=50K.
37, Private, 162322, Assoc-voc, 11, Separated, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
24, Private, 200295, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
26, ?, 296372, HS-grad, 9, Divorced, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
54, Local-gov, 190333, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Self-emp-not-inc, 211518, Bachelors, 13, Divorced, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
70, Private, 264098, 10th, 6, Widowed, Transport-moving, Not-in-family, White, Female, 2538, 0, 40, United-States, <=50K.
43, Private, 393762, Some-college, 10, Separated, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
49, Local-gov, 181970, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
47, Self-emp-inc, 110901, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 55, United-States, >50K.
21, Private, 92863, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 111368, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
45, ?, 83601, 12th, 8, Widowed, ?, Unmarried, White, Female, 0, 0, 70, United-States, <=50K.
47, Private, 164682, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, ?, <=50K.
37, Private, 166549, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
24, Private, 176566, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Wife, White, Female, 3103, 0, 40, United-States, >50K.
18, Private, 201613, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 5, United-States, <=50K.
27, Private, 285294, Assoc-acdm, 12, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 0, 60, United-States, <=50K.
75, Private, 100301, 10th, 6, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K.
22, Private, 120320, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
29, Local-gov, 218650, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
32, Private, 339482, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K.
64, Private, 301352, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
41, Local-gov, 225978, Assoc-voc, 11, Separated, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
39, Private, 337778, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K.
49, Private, 241350, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 5178, 0, 40, United-States, >50K.
36, Private, 266645, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 42, United-States, <=50K.
18, Private, 100863, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
55, Local-gov, 227386, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
44, Private, 315971, Masters, 14, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K.
20, Private, 177287, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
20, Private, 169022, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K.
50, Private, 205803, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
22, Federal-gov, 277700, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
24, Self-emp-not-inc, 166371, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
20, ?, 295763, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
75, Self-emp-inc, 152519, Doctorate, 16, Widowed, Prof-specialty, Not-in-family, White, Male, 25124, 0, 20, United-States, >50K.
44, Private, 438696, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
41, Self-emp-inc, 34266, 10th, 6, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
19, Private, 136391, HS-grad, 9, Never-married, Tech-support, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
38, Private, 435638, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1876, 40, United-States, <=50K.
23, Private, 51973, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 50, Japan, <=50K.
40, Private, 109800, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
41, Federal-gov, 260761, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
59, Private, 109015, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 38, United-States, >50K.
35, Private, 272944, Bachelors, 13, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 290498, Preschool, 1, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 38, Mexico, <=50K.
25, Private, 176864, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
64, State-gov, 169914, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
55, Private, 205759, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
63, Private, 271075, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 29, United-States, <=50K.
19, Private, 239995, 11th, 7, Never-married, Sales, Other-relative, White, Male, 0, 0, 16, United-States, <=50K.
27, Private, 65663, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
20, ?, 259865, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 25, Mexico, <=50K.
42, Self-emp-not-inc, 34722, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K.
37, Private, 225821, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1485, 40, United-States, >50K.
39, Private, 191503, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
46, ?, 110243, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 1977, 20, United-States, >50K.
30, Self-emp-not-inc, 227429, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, Yugoslavia, <=50K.
52, Private, 174452, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
27, Private, 209085, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 44, United-States, >50K.
54, Private, 192386, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 38, United-States, >50K.
19, ?, 234877, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 320862, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
22, Private, 535027, Some-college, 10, Never-married, Transport-moving, Unmarried, Black, Male, 0, 0, 15, United-States, <=50K.
33, Private, 137421, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 35, Japan, <=50K.
46, Private, 195727, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States, <=50K.
49, Self-emp-not-inc, 163229, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K.
31, Private, 50753, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K.
