age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
37, Self-emp-not-inc, 75050, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
31, Private, 182896, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 188274, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 211497, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 113806, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, ?, >50K
47, Local-gov, 172246, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
48, Local-gov, 219962, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, ?, 186815, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, <=50K
26, ?, 132749, Bachelors, 13, Never-married, ?, Not-in-family, White, Female, 0, 0, 80, United-States, <=50K
28, Private, 209801, 9th, 5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
20, State-gov, 178517, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 169364, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, Ireland, <=50K
32, Federal-gov, 164707, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
55, Private, 144084, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Local-gov, 133692, Bachelors, 13, Divorced, Protective-serv, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 184169, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 35, United-States, >50K
45, Self-emp-inc, 145290, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
65, Local-gov, 24824, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 178319, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K
22, Private, 235829, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
22, ?, 196280, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 20, United-States, <=50K
42, Self-emp-not-inc, 54202, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
37, Private, 220237, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 40, United-States, >50K
24, Private, 59146, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
67, Private, 64148, Some-college, 10, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 41, United-States, <=50K
28, Private, 196621, HS-grad, 9, Married-spouse-absent, Tech-support, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K
56, Private, 195668, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, Cuba, >50K
31, State-gov, 263000, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 38, United-States, <=50K
33, Private, 554986, Some-college, 10, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
52, ?, 108211, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 217654, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Germany, >50K
53, Private, 139671, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K
47, Private, 102771, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Portugal, <=50K
40, Private, 213019, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
35, Private, 228493, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 48, United-States, <=50K
65, Self-emp-not-inc, 22907, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 24364, Some-college, 10, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 30, United-States, <=50K
23, Federal-gov, 41432, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
39, Private, 235259, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 343476, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, <=50K
37, Private, 326886, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 248313, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31, Self-emp-not-inc, 30290, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 188540, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 237943, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, >50K
25, Private, 198870, Bachelors, 13, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 35, United-States, <=50K
30, Private, 233980, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 171090, 9th, 5, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, 0, 0, 48, United-States, <=50K
22, Private, 353039, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Female, 0, 0, 36, Mexico, <=50K
46, Federal-gov, 213140, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 40, United-States, >50K
54, Private, 188136, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 1408, 38, United-States, <=50K
33, Private, 130057, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
70, State-gov, 345339, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 182074, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
53, Local-gov, 176557, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
55, State-gov, 71630, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 1617, 40, United-States, <=50K
17, Private, 159849, 11th, 7, Never-married, Protective-serv, Own-child, White, Female, 0, 0, 30, United-States, <=50K
36, Private, 183425, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 125933, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
40, Local-gov, 180123, HS-grad, 9, Married-spouse-absent, Farming-fishing, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
36, Private, 592930, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, United-States, >50K
28, Private, 183802, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K
39, Private, 77005, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 40, United-States, >50K
49, Private, 80914, 5th-6th, 3, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
63, Self-emp-inc, 165667, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 123991, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 20, United-States, <=50K
48, Self-emp-inc, 181307, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
55, Private, 124137, HS-grad, 9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, Poland, <=50K
18, ?, 137363, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 4, United-States, <=50K
20, Private, 291979, HS-grad, 9, Married-civ-spouse, Sales, Other-relative, White, Male, 0, 0, 20, United-States, <=50K
49, Private, 91251, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
27, Federal-gov, 148153, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
37, Private, 131463, 10th, 6, Divorced, Other-service, Unmarried, White, Female, 0, 0, 33, United-States, <=50K
32, State-gov, 127651, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Self-emp-inc, 239018, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
47, Private, 276087, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 26, United-States, <=50K
34, Private, 386877, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
61, Private, 210464, HS-grad, 9, Divorced, Adm-clerical, Other-relative, Black, Female, 0, 0, 35, United-States, <=50K
25, Private, 632834, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
26, Private, 245465, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Male, 0, 0, 30, United-States, <=50K
18, Private, 198087, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
35, Private, 27408, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
36, Private, 242713, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, ?, <=50K
56, Private, 314727, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, >50K
40, State-gov, 269733, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 177287, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 38, United-States, <=50K
66, Private, 167711, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
42, Private, 112181, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 339002, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 20, United-States, <=50K
39, State-gov, 24721, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
65, Self-emp-not-inc, 37092, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States, <=50K
20, Private, 216563, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
52, Private, 204447, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 4386, 0, 40, United-States, >50K
24, ?, 151153, Some-college, 10, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, 99999, 0, 50, South, >50K
39, Private, 187089, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
18, Private, 423052, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
49, Private, 169180, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Hong, <=50K
21, Private, 104981, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 48, United-States, <=50K
35, ?, 120074, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States, <=50K
38, Private, 269323, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Private, 141549, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 214858, 10th, 6, Married-civ-spouse, Craft-repair, Other-relative, White, Male, 0, 0, 55, United-States, <=50K
34, Private, 173524, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
54, Local-gov, 365049, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K
38, Private, 60355, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 86808, HS-grad, 9, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
33, State-gov, 174171, Some-college, 10, Separated, Tech-support, Not-in-family, White, Male, 0, 0, 12, United-States, <=50K
32, Federal-gov, 504951, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, <=50K
34, Private, 294064, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, France, <=50K
46, Private, 120131, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, United-States, >50K
48, Private, 199058, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Private, 152328, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
48, Federal-gov, 88564, 7th-8th, 4, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
67, Private, 95113, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, United-States, >50K
36, Private, 247558, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5178, 0, 60, ?, >50K
25, Private, 178421, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
43, Private, 484861, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 4064, 0, 38, United-States, <=50K
27, Local-gov, 225291, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
56, Private, 205735, 1st-4th, 2, Separated, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
54, Self-emp-not-inc, 58898, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1579, 48, United-States, <=50K
39, Private, 355468, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 46, United-States, >50K
60, Self-emp-not-inc, 184362, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 25, United-States, <=50K
27, Private, 347513, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 138768, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 29810, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 126501, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 60783, 10th, 6, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 15, United-States, <=50K
26, Private, 179772, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
45, Self-emp-inc, 281911, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
33, Private, 70447, HS-grad, 9, Never-married, Transport-moving, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
55, ?, 449576, 5th-6th, 3, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 48, Mexico, <=50K
29, Private, 327964, 9th, 5, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
72, Private, 496538, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 6360, 0, 40, United-States, <=50K
35, Self-emp-not-inc, 153066, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
53, State-gov, 77651, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 119493, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 256240, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
69, Private, 177374, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 1848, 0, 12, United-States, <=50K
41, Local-gov, 37848, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
45, Private, 129336, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K
27, Private, 183511, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Self-emp-inc, 120131, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 60, United-States, >50K
55, Private, 190508, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 35, United-States, <=50K
