age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
19, Private, 294029, 11th, 7, Never-married, Sales, Own-child, Other, Female, 0, 0, 32, Nicaragua, <=50K
23, Private, 112819, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 152636, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
63, ?, 301611, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
51, Private, 134808, HS-grad, 9, Separated, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 64216, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 90, United-States, <=50K
29, State-gov, 214284, Masters, 14, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 20, Taiwan, <=50K
25, Private, 469572, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 8614, 0, 40, United-States, >50K
44, Self-emp-not-inc, 282722, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 50, United-States, >50K
17, Private, 231439, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
42, Self-emp-inc, 120277, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
21, Private, 364685, 11th, 7, Never-married, Tech-support, Own-child, White, Female, 0, 0, 35, United-States, <=50K
26, Private, 18827, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 169129, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 202051, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, >50K
58, ?, 353244, Bachelors, 13, Widowed, ?, Unmarried, White, Female, 27828, 0, 50, United-States, >50K
19, Private, 574271, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 28, United-States, <=50K
65, State-gov, 29276, 7th-8th, 4, Widowed, Other-service, Other-relative, White, Female, 0, 0, 24, United-States, <=50K
52, Self-emp-not-inc, 104501, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 60, United-States, >50K
17, Private, 394176, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K
27, Private, 85625, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 22, United-States, <=50K
53, Private, 340723, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 149342, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 73715, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
34, Private, 143083, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 18, United-States, <=50K
40, Local-gov, 290660, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Male, 8614, 0, 50, United-States, >50K
49, Local-gov, 98738, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
86, Private, 149912, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 309033, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 60, United-States, >50K
43, Self-emp-not-inc, 96129, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States, <=50K
47, Private, 216096, Some-college, 10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 0, 0, 35, Puerto-Rico, <=50K
32, Private, 171091, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
30, Self-emp-not-inc, 79303, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
25, Local-gov, 182380, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 36271, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
60, Private, 118197, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 65, United-States, <=50K
46, Private, 269652, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 4386, 0, 38, United-States, >50K
39, Local-gov, 193815, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Private, 141957, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1887, 70, United-States, >50K
26, Private, 222637, 10th, 6, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 55, Puerto-Rico, <=50K
27, Private, 118230, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
